collect_year,player_id,player_name,team,position,is_qualified,innings,games,era,whip,win,lose,save,hold,qs,so,bb,hbp,hit,hr,r,er,k9,bb9,k_bb,pa_k_rate,pa_bb_rate,wpa,war,ip_per_game,pitcher_role,season_completion
2025,65062,김재윤,삼성,투수,False,57.667,63,4.994219653179191,1.21,4,7,13,3,0,43,13,1,57,10,34,32,6.71,2.03,3.31,17.8,5.4,0.075,0.1,0.915,RP,1.0
2026,65062,김재윤,삼성,투수,False,48.333,49,2.793103448275862,0.97,6,4,26,0,0,50,20,1,27,2,15,15,9.31,3.72,2.5,26.5,10.6,2.863,2.24,0.986,CL,0.757
2010,98776,김재현,한화,,False,8.667,15,5.19231,1.38,1,0,0,2,0,8,2,2,10,2,5,5,8.31,2.08,4.0,20.5,5.1,0.0,,0.578,RP,1.0
2025,55646,김정엽,KIA,투수,False,1.0,2,18.0,1.0,0,0,0,0,0,0,1,1,0,0,2,2,0.0,9.0,0.0,0.0,20.0,-0.013,-0.06,0.5,RP,1.0
2019,68830,김정우,SK,투수,False,1.0,1,9.0,3.0,0,0,0,0,0,0,1,0,2,0,1,1,0.0,9.0,0.0,0.0,16.7,-0.003,-0.02,1.0,RP,1.0
2023,68830,김정우,두산,투수,False,6.667,7,9.45,2.7,0,0,0,0,0,6,7,0,11,1,7,7,8.1,9.45,0.86,15.8,18.4,-0.063,-0.17,0.952,RP,1.0
2024,68830,김정우,두산,투수,False,0.333,1,81.0,9.0,0,0,0,0,0,0,0,0,3,0,3,3,0.0,0.0,99.99,0.0,0.0,-0.052,-0.08,0.333,RP,1.0
2025,68830,김정우,두산,투수,False,21.0,18,3.8571428571428568,1.67,0,0,1,1,0,13,9,3,26,1,12,9,5.57,3.86,1.44,12.6,8.7,0.094,0.03,1.167,RP,1.0
2026,68830,김정우,두산,투수,False,46.667,47,1.9285714285714284,0.94,1,2,2,9,0,41,17,7,27,1,10,10,7.91,3.28,2.41,22.0,9.1,1.453,1.52,0.993,RP,0.757
2023,53029,김정운,KT,투수,False,7.0,5,3.85714,1.71,0,0,0,0,0,3,6,2,6,0,4,3,3.86,7.71,0.5,8.6,17.1,-0.048,-0.02,1.4,RP,1.0
2026,53029,김정운,KT,투수,False,6.0,5,6.0,2.17,0,0,0,0,0,4,5,1,8,2,4,4,6.0,7.5,0.8,12.9,16.1,-0.043,-0.06,1.2,RP,0.757
2021,67504,김정율,롯데,내야수,False,1.0,1,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,9.0,9.0,1.0,25.0,25.0,0.001,0.0,1.0,RP,1.0
2015,65392,김정인,넥센,,False,1.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,99.99,0.0,0.0,0.007,0.02,1.0,RP,1.0
2016,65392,김정인,넥센,,False,2.0,2,0.0,3.0,0,0,0,0,0,1,3,1,3,0,0,0,4.5,13.5,0.33,7.7,23.1,-0.047,0.06,1.0,RP,1.0
2017,65392,김정인,넥센,,False,13.667,13,5.92683,1.6800000000000002,0,0,0,0,0,13,4,1,19,0,10,9,8.56,2.63,3.25,20.0,6.2,-0.346,0.09,1.051,RP,1.0
2018,65392,김정인,넥센,,False,7.333,2,8.59091,2.32,0,1,0,0,0,4,3,1,14,1,7,7,4.91,3.68,1.33,10.3,7.7,-0.182,-0.02,3.666,SP,1.0
2020,65392,김정인,키움,,False,1.0,2,54.0,9.0,0,0,0,0,0,1,3,0,6,0,6,6,9.0,27.0,0.33,8.3,25.0,-0.065,-0.18,0.5,RP,1.0
2021,65392,김정인,키움,,False,31.667,11,7.10526,1.64,1,2,0,0,0,21,18,2,34,6,26,25,5.97,5.12,1.17,13.9,11.9,-0.422,-0.33,2.879,RP,1.0
2018,61962,김정후,두산,,False,17.333,13,3.63462,1.38,0,1,0,0,0,12,12,1,12,3,8,7,6.23,6.23,1.0,16.0,16.0,-0.09,-0.1,1.333,RP,1.0
2019,61962,김정후,LG,,False,1.667,2,0.0,1.2,0,0,0,0,0,1,1,0,1,0,0,0,5.4,5.4,1.0,14.3,14.3,-0.008,0.04,0.834,RP,1.0
2020,61962,김정후,키움,,False,3.0,4,12.0,3.67,0,0,0,0,0,3,4,0,7,1,4,4,9.0,12.0,0.75,15.0,20.0,-0.182,-0.12,0.75,RP,1.0
2018,63765,김종수,한화,투수,False,5.0,3,1.8,0.6,0,0,0,0,0,1,0,0,3,1,1,1,1.8,0.0,99.99,5.6,0.0,-0.014,0.07,1.667,RP,1.0
2019,63765,김종수,한화,투수,False,31.0,35,5.80645,2.03,2,0,0,0,0,28,33,1,30,4,21,20,8.13,9.58,0.85,18.9,22.3,-0.044,-0.38,0.886,RP,1.0
2020,63765,김종수,한화,투수,False,50.0,54,5.94,1.6,1,1,1,7,0,43,26,3,54,6,34,33,7.74,4.68,1.65,18.9,11.4,0.341,-0.02,0.926,RP,1.0
2021,63765,김종수,한화,투수,False,46.667,49,4.82143,1.41,1,1,0,6,0,38,32,3,34,7,29,25,7.33,6.17,1.19,18.3,15.4,-0.098,-0.36,0.952,RP,1.0
2022,63765,김종수,한화,투수,False,45.0,52,4.4,1.33,3,4,1,6,0,45,21,2,39,5,30,22,9.0,4.2,2.14,22.8,10.7,-1.225,-0.2,0.865,RP,1.0
2025,63765,김종수,한화,투수,False,63.667,63,3.25130890052356,1.46,4,5,0,5,0,59,36,4,57,5,30,23,8.34,5.09,1.64,20.9,12.8,-0.127,0.62,1.011,RP,1.0
2026,63765,김종수,한화,투수,False,25.333,32,6.394736842105263,2.01,0,1,0,4,0,23,20,2,31,6,19,18,8.17,7.11,1.15,18.5,16.1,-0.96,-0.3,0.792,RP,0.757
2025,55122,김종운,LG,포수,False,1.667,2,5.4,1.2,0,0,0,0,0,2,0,0,2,2,3,1,10.8,0.0,99.99,28.6,0.0,0.017,-0.15,0.834,RP,1.0
2012,62696,김종훈,KIA,,False,5.667,4,6.35294,2.65,0,0,0,0,0,5,6,0,9,1,4,4,7.94,9.53,0.83,17.2,20.7,0.0,,1.417,RP,1.0
2017,62696,김종훈,KIA,,False,1.0,1,36.0,6.0,0,0,0,0,0,2,2,0,4,1,4,4,18.0,18.0,1.0,22.2,22.2,-0.022,-0.11,1.0,RP,1.0
2020,65411,김주온,SK,투수,False,31.0,29,7.54839,2.19,0,3,0,0,0,18,22,5,46,5,27,26,5.23,6.39,0.82,11.3,13.8,-0.409,-0.28,1.069,RP,1.0
2021,65411,김주온,SSG,투수,False,2.0,2,0.0,1.5,0,0,0,0,0,3,2,1,1,0,0,0,13.5,9.0,1.5,30.0,20.0,0.001,0.04,1.0,RP,1.0
2022,65411,김주온,SSG,투수,False,4.0,5,11.25,2.0,0,0,0,0,0,4,5,0,3,1,5,5,9.0,11.25,0.8,20.0,25.0,-0.072,-0.13,0.8,RP,1.0
2023,65411,김주온,SSG,투수,False,0.333,1,81.0,9.0,0,0,0,0,0,1,1,1,2,0,3,3,27.0,27.0,1.0,20.0,20.0,-0.001,-0.08,0.333,RP,1.0
2024,65411,김주온,LG,투수,False,4.667,2,15.4286,2.36,0,0,0,0,0,4,3,0,8,2,8,8,7.71,5.79,1.33,16.0,12.0,-0.018,-0.21,2.334,RP,1.0
2025,65411,김주온,LG,투수,False,0.333,1,27.0,6.0,0,1,0,0,0,1,2,2,0,0,1,1,27.0,54.0,0.5,20.0,40.0,-0.156,-0.06,0.333,RP,1.0
2022,52140,김주완,LG,투수,False,1.0,1,0.0,2.0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,9.0,0.0,0.0,20.0,0.04,0.02,1.0,RP,1.0
2016,66859,김주한,SK,,False,59.333,39,4.24719,1.28,3,1,1,2,0,50,14,4,62,6,28,28,7.58,2.12,3.57,19.7,5.5,0.039,0.94,1.521,RP,1.0
2017,66859,김주한,SK,,False,69.667,63,5.94258,1.64,6,5,5,11,0,45,32,5,82,10,51,46,5.8100000000000005,4.13,1.41,14.1,10.0,-0.756,-0.27,1.106,RP,1.0
2018,66859,김주한,SK,,False,6.0,7,13.5,2.5,1,0,0,1,0,5,6,0,9,2,10,9,7.5,9.0,0.83,14.7,17.6,-0.006,-0.34,0.857,RP,1.0
2019,66859,김주한,SK,,False,12.0,11,5.25,1.58,1,1,0,1,0,10,7,2,12,0,7,7,7.5,5.25,1.43,17.9,12.5,-0.305,0.04,1.091,RP,1.0
2020,66859,김주한,SK,,False,46.0,22,7.43478,1.74,1,7,0,0,1,22,20,8,60,7,43,38,4.3,3.91,1.1,10.0,9.1,-1.052,-0.46,2.091,SP,1.0
2023,66859,김주한,SSG,,False,0.0,1,0.0,0.0,0,0,0,0,0,0,1,0,2,1,3,3,0.0,0.0,0.0,0.0,33.3,-0.009,0.0,0.0,RP,1.0
2012,78823,김준,SK,,False,3.0,4,0.0,1.67,0,0,0,0,0,3,1,0,4,0,0,0,9.0,3.0,3.0,21.4,7.1,0.0,,0.75,RP,1.0
2013,78823,김준,SK,,False,6.333,13,2.84211,1.26,1,0,0,0,0,1,2,0,6,0,2,2,1.42,2.84,0.5,3.7,7.4,0.0,,0.487,RP,1.0
2014,78823,김준,KIA,,False,0.0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,50.0,-0.013,0.0,0.0,RP,1.0
2015,78823,김준,KIA,,False,4.333,6,2.07692,1.85,0,0,0,0,0,1,2,0,6,0,2,1,2.08,4.15,0.5,5.0,10.0,0.006,0.04,0.722,RP,1.0
2026,54910,김준원,NC,투수,False,13.667,11,5.926829268292683,1.76,0,1,0,0,0,17,11,3,13,2,15,9,11.2,7.24,1.55,24.6,15.9,-0.317,-0.28,1.242,RP,0.757
2021,51393,김준형,키움,,False,14.333,14,3.13953,1.53,0,0,0,0,0,8,7,3,15,2,6,5,5.02,4.4,1.14,11.9,10.4,0.118,0.05,1.024,RP,1.0
2022,51393,김준형,키움,,False,13.333,12,2.03,1.65,0,1,0,0,0,6,13,2,9,0,3,3,4.05,8.78,0.46,9.8,21.3,-0.099,0.21,1.111,RP,1.0
2023,51393,김준형,키움,,False,7.667,8,7.04348,1.3,0,0,0,0,0,5,6,3,4,0,6,6,5.87,7.04,0.83,13.9,16.7,-0.034,-0.08,0.958,RP,1.0
2010,60181,김지용,LG,,False,8.0,5,7.88,1.63,0,0,0,0,0,5,3,0,10,2,7,7,5.63,3.38,1.67,14.7,8.8,0.0,,1.6,RP,1.0
2015,60181,김지용,LG,,False,32.667,24,4.13265,1.29,1,1,0,0,0,28,12,1,30,4,15,15,7.71,3.31,2.33,20.4,8.8,0.095,0.09,1.361,RP,1.0
2016,60181,김지용,LG,,False,63.0,51,3.57143,1.11,3,4,0,17,0,56,18,5,52,9,25,25,8.0,2.57,3.11,21.7,7.0,1.575,0.68,1.235,SU,1.0
2017,60181,김지용,LG,,False,53.0,53,5.09434,1.38,4,3,3,8,0,39,14,2,59,13,33,30,6.62,2.38,2.79,16.6,6.0,-1.711,-1.07,1.0,RP,1.0
2018,60181,김지용,LG,,False,47.0,48,5.3617,1.3,5,6,1,13,0,42,9,2,52,10,30,28,8.04,1.72,4.67,21.2,4.5,-0.889,-0.71,0.979,SU,1.0
2020,60181,김지용,LG,,False,3.667,4,14.7273,1.91,0,0,0,0,0,4,2,0,5,1,6,6,9.82,4.91,2.0,22.2,11.1,0.015,-0.14,0.917,RP,1.0
2021,60181,김지용,LG,,False,4.0,3,0.0,0.75,0,0,0,0,0,5,1,1,2,0,0,0,11.25,2.25,5.0,31.3,6.3,0.03,0.16,1.333,RP,1.0
2022,60181,김지용,두산,,False,19.333,18,6.05172,1.24,1,0,0,0,0,13,5,1,19,5,14,13,6.05,2.33,2.6,15.9,6.1,-0.352,-0.32,1.074,RP,1.0
2014,64640,김지훈,KIA,,False,12.667,10,8.52632,2.21,0,1,0,0,0,7,9,0,19,2,12,12,4.97,6.39,0.78,11.1,14.3,-0.122,-0.07,1.267,RP,1.0
2013,75867,김진성,NC,투수,False,34.0,33,4.76471,1.44,1,2,2,0,0,28,17,2,32,5,20,18,7.41,4.5,1.65,18.8,11.4,0.0,,1.03,RP,1.0
2014,75867,김진성,NC,투수,False,48.333,58,4.09655,1.37,3,3,25,1,0,52,26,2,40,4,25,22,9.68,4.84,2.0,24.6,12.3,0.05,0.45,0.833,CL,1.0
2015,75867,김진성,NC,투수,False,66.0,59,4.5,1.17,3,4,5,12,0,70,18,1,59,14,35,33,9.55,2.45,3.89,25.8,6.6,0.679,0.1,1.119,RP,1.0
2016,75867,김진성,NC,투수,False,84.333,69,4.48221,1.13,6,8,1,14,0,100,16,2,79,15,44,42,10.67,1.71,6.25,28.8,4.6,-0.693,0.56,1.222,RP,1.0
2017,75867,김진성,NC,투수,False,89.667,69,3.61338,1.1,10,6,0,15,0,98,27,2,72,13,38,36,9.84,2.71,3.63,27.1,7.5,2.517,1.45,1.3,RP,1.0
2018,75867,김진성,NC,투수,False,45.333,50,7.14706,1.65,3,2,0,5,0,38,19,2,56,13,38,36,7.54,3.77,2.0,18.4,9.2,-0.432,-0.99,0.907,RP,1.0
2019,75867,김진성,NC,투수,False,42.0,42,4.28571,1.29,1,2,0,5,0,35,15,2,39,6,25,20,7.5,3.21,2.33,19.7,8.4,0.227,-0.24,1.0,RP,1.0
2020,75867,김진성,NC,투수,False,47.333,48,2.66197,1.08,3,0,0,6,0,56,10,0,41,4,16,14,10.65,1.9,5.6,29.5,5.3,1.622,1.29,0.986,RP,1.0
2021,75867,김진성,NC,투수,False,37.667,42,7.16814,1.62,2,4,1,9,0,37,18,1,43,7,34,30,8.84,4.3,2.06,21.3,10.3,-0.773,-0.81,0.897,RP,1.0
2022,75867,김진성,LG,투수,False,58.0,67,3.10345,1.14,6,3,0,12,0,54,22,1,44,6,21,20,8.38,3.41,2.45,22.9,9.3,1.394,1.01,0.866,RP,1.0
2023,75867,김진성,LG,투수,False,70.333,80,2.17536,0.95,5,1,4,21,0,69,26,0,41,8,17,17,8.83,3.33,2.65,25.6,9.6,2.295,1.85,0.879,SU,1.0
2024,75867,김진성,LG,투수,False,70.333,71,3.96682,1.21,3,3,1,27,0,61,23,7,62,11,34,31,7.81,2.94,2.65,20.7,7.8,2.801,0.94,0.991,SU,1.0
2025,75867,김진성,LG,투수,False,70.667,78,3.438679245283019,1.2,6,4,1,33,0,63,24,0,61,7,28,27,8.02,3.06,2.63,21.6,8.2,1.239,1.51,0.906,SU,1.0
2026,75867,김진성,LG,투수,False,47.333,53,4.943661971830985,1.58,6,2,1,18,0,35,18,2,57,6,26,26,6.65,3.42,1.94,16.3,8.4,0.77,0.4,0.893,SU,0.757
2021,51154,김진수,LG,투수,False,2.333,3,3.85714,0.86,0,0,0,0,0,2,0,0,2,0,1,1,7.71,0.0,99.99,22.2,0.0,-0.038,0.04,0.778,RP,1.0
2024,51154,김진수,LG,투수,False,13.333,8,6.75,1.58,0,1,0,0,0,6,4,0,17,3,10,10,4.05,2.7,1.5,10.3,6.9,-0.084,-0.13,1.667,RP,1.0
2025,51154,김진수,LG,투수,False,5.0,4,9.0,2.4,0,0,0,0,0,6,1,0,11,2,5,5,10.8,1.8,6.0,22.2,3.7,-0.017,-0.12,1.25,RP,1.0
2026,51154,김진수,LG,투수,False,47.0,45,4.021276595744681,1.43,5,4,1,8,0,29,18,1,49,7,25,21,5.55,3.45,1.61,14.1,8.7,0.372,0.25,1.044,RP,0.757
2017,67737,김진영,한화,,False,2.667,3,10.125,2.63,0,0,0,0,0,4,2,0,5,0,3,3,13.5,6.75,2.0,26.7,13.3,-0.002,-0.03,0.889,RP,1.0
2018,67737,김진영,한화,,False,11.333,4,7.94118,1.5,0,0,0,0,0,9,4,0,13,1,10,10,7.15,3.18,2.25,18.4,8.2,-0.114,0.01,2.833,RP,1.0
2019,67737,김진영,한화,,False,26.667,6,4.05,1.61,0,4,0,0,0,14,16,1,27,1,12,12,4.72,5.4,0.88,12.0,13.7,0.479,0.4,4.445,SP,1.0
2020,67737,김진영,한화,,False,54.0,58,3.33333,1.3,3,3,0,8,0,56,22,3,48,6,26,20,9.33,3.67,2.55,24.2,9.5,0.63,0.78,0.931,RP,1.0
2021,67737,김진영,한화,,False,18.333,20,3.92727,1.64,0,1,0,1,0,8,14,0,16,2,8,8,3.93,6.87,0.57,9.9,17.3,-0.138,0.06,0.917,RP,1.0
2011,72641,김진우,KIA,,False,8.667,10,5.19231,1.5,0,1,2,0,0,12,7,1,6,0,5,5,12.46,7.27,1.71,29.3,17.1,0.0,,0.867,RP,1.0
2012,72641,김진우,KIA,,True,133.667,24,2.89526,1.2,10,5,0,0,12,101,50,10,110,2,47,43,6.8,3.37,2.02,18.1,9.0,0.0,,5.569,SP,1.0
2013,72641,김진우,KIA,,False,126.333,24,4.98681,1.55,9,10,1,0,11,130,49,13,147,8,77,70,9.26,3.49,2.65,22.5,8.5,0.0,,5.264,SP,1.0
2014,72641,김진우,KIA,,False,90.667,28,5.95588,1.78,3,4,1,1,2,85,61,7,100,8,66,60,8.44,6.06,1.39,19.8,14.2,-2.543,1.18,3.238,SP,1.0
2015,72641,김진우,KIA,,False,13.0,4,3.46154,1.62,1,0,0,1,1,12,9,1,12,1,5,5,8.31,6.23,1.33,21.8,16.4,0.16,0.29,3.25,SU,1.0
2016,72641,김진우,KIA,,False,15.0,11,4.8,1.4,2,1,0,2,0,10,5,2,16,3,8,8,6.0,3.0,2.0,15.4,7.7,0.102,0.03,1.364,RP,1.0
2017,72641,김진우,KIA,,False,36.333,14,7.92661,2.06,2,6,0,0,2,21,23,7,52,5,33,32,5.2,5.7,0.91,11.5,12.6,-1.029,-0.38,2.595,SP,1.0
2018,68701,김진욱,한화,,False,5.667,3,6.35294,1.59,0,0,0,0,0,4,3,3,6,0,4,4,6.35,4.76,1.33,13.3,10.0,-0.012,0.03,1.889,RP,1.0
2019,68701,김진욱,한화,,False,1.0,1,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,9.0,0.0,0.0,25.0,0.001,0.0,1.0,RP,1.0
2020,68701,김진욱,한화,,False,44.667,22,5.64179,1.6800000000000002,3,4,1,0,1,29,25,5,50,9,29,28,5.84,5.04,1.16,14.1,12.1,-0.811,-0.12,2.03,SP,1.0
2021,51516,김진욱,롯데,투수,False,45.667,39,6.30657,1.99,4,6,0,8,0,45,49,3,42,3,32,32,8.87,9.66,0.92,19.8,21.6,-0.625,-0.05,1.171,RP,1.0
2022,51516,김진욱,롯데,투수,False,46.667,14,6.36429,1.67,2,5,0,0,2,52,35,8,43,3,36,33,10.03,6.75,1.49,22.9,15.4,-0.35,-0.18,3.333,SP,1.0
2023,51516,김진욱,롯데,투수,False,36.333,50,6.44037,1.82,2,1,0,8,0,35,29,2,37,4,27,26,8.67,7.18,1.21,19.8,16.4,-0.473,-0.48,0.727,RP,1.0
2024,51516,김진욱,롯데,투수,False,84.667,19,5.31496,1.5699999999999998,4,3,0,0,3,87,44,3,89,13,54,50,9.25,4.68,1.98,22.4,11.3,0.603,0.87,4.456,SP,1.0
2025,51516,김진욱,롯데,투수,False,27.0,14,10.0,2.15,1,3,0,0,1,24,16,2,42,10,32,30,8.0,5.33,1.5,17.6,11.8,-1.068,-1.04,1.929,SP,1.0
2026,51516,김진욱,롯데,투수,True,114.333,20,3.4635568513119535,1.28,5,5,0,0,9,98,38,7,108,16,55,44,7.71,2.99,2.58,19.8,7.7,1.901,1.87,5.717,SP,0.757
2020,67954,김진호,NC,투수,False,10.333,3,8.70968,2.13,0,1,0,0,0,7,8,1,14,5,10,10,6.1,6.97,0.88,13.0,14.8,-0.409,-0.27,3.444,SP,1.0
2021,67954,김진호,NC,투수,False,1.0,1,27.0,5.0,0,1,0,0,0,1,3,0,2,0,3,3,9.0,27.0,0.33,14.3,42.9,-0.363,-0.13,1.0,RP,1.0
2022,67954,김진호,NC,투수,False,42.667,36,6.11719,1.71,4,0,1,0,0,35,20,1,53,7,30,29,7.38,4.22,1.75,17.9,10.2,-0.376,-0.45,1.185,RP,1.0
2023,67954,김진호,NC,투수,False,16.333,19,2.7551,1.53,2,1,0,9,0,22,10,1,15,0,5,5,12.12,5.51,2.2,30.1,13.7,0.454,0.5,0.86,SU,1.0
2024,67954,김진호,NC,투수,False,2.333,2,7.71429,2.14,0,0,0,0,0,3,2,0,3,0,2,2,11.57,7.71,1.5,25.0,16.7,0.001,0.0,1.166,RP,1.0
2025,67954,김진호,NC,투수,False,72.333,76,3.359447004608295,1.35,4,3,6,20,0,70,45,9,53,5,30,27,8.71,5.6,1.56,22.2,14.2,2.089,1.04,0.952,SU,1.0
2026,67954,김진호,NC,투수,False,39.333,46,5.720338983050848,1.83,2,4,1,15,0,33,40,3,32,5,26,25,7.55,9.15,0.83,17.6,21.4,-0.232,-0.34,0.855,SU,0.757
2017,66801,김찬호,SK,,False,5.333,5,11.8125,2.81,0,0,0,0,0,6,5,1,10,0,7,7,10.13,8.44,1.2,18.8,15.6,-0.015,-0.11,1.067,RP,1.0
2020,66801,김찬호,SK,,False,2.0,3,27.0,4.5,0,0,0,0,0,1,4,0,5,1,6,6,4.5,18.0,0.25,7.1,28.6,-0.03,-0.15,0.667,RP,1.0
2010,74728,김창훈,두산,,False,7.667,9,3.52174,0.91,0,0,0,0,0,8,3,0,4,2,3,3,9.39,3.52,2.67,25.8,9.7,0.0,,0.852,RP,1.0
2011,74728,김창훈,두산,,False,12.667,27,6.39474,1.66,0,2,0,2,0,11,10,2,11,2,9,9,7.82,7.11,1.1,18.6,16.9,0.0,,0.469,RP,1.0
2012,74728,김창훈,두산,,False,21.667,28,2.07692,0.97,1,1,0,2,0,15,12,2,9,0,5,5,6.23,4.98,1.25,17.4,14.0,0.0,,0.774,RP,1.0
2013,74728,김창훈,두산,,False,2.667,3,3.38,2.63,0,0,0,0,0,3,3,1,4,1,1,1,10.13,10.13,1.0,21.4,21.4,0.0,,0.889,RP,1.0
2021,51586,김창훈,롯데,투수,False,8.0,6,11.25,2.38,0,0,0,0,0,6,6,0,13,1,10,10,6.75,6.75,1.0,14.6,14.6,0.118,-0.23,1.333,RP,1.0
2022,51586,김창훈,롯데,투수,False,1.667,1,5.4,1.8,0,0,0,0,0,2,0,0,3,0,1,1,10.8,0.0,99.99,25.0,0.0,0.0,0.02,1.667,RP,1.0
2023,51586,김창훈,롯데,투수,False,4.333,3,2.07692,1.38,0,0,0,0,0,1,1,0,5,0,1,1,2.08,2.08,1.0,5.9,5.9,0.118,0.09,1.444,RP,1.0
2026,51586,김창훈,롯데,투수,False,2.667,3,6.75,1.88,0,0,0,0,0,2,0,0,5,0,2,2,6.75,0.0,99.99,16.7,0.0,0.032,0.02,0.889,RP,0.757
2020,50992,김태경,NC,투수,False,1.0,1,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,9.0,9.0,1.0,20.0,20.0,0.079,0.04,1.0,RP,1.0
2021,50992,김태경,NC,투수,False,15.0,7,4.8,1.33,0,0,0,0,0,10,9,1,11,1,8,8,6.0,5.4,1.11,15.9,14.3,0.063,0.1,2.143,RP,1.0
2022,50992,김태경,NC,투수,False,44.333,16,3.24812,1.29,3,2,0,1,0,31,21,5,36,4,16,16,6.29,4.26,1.48,16.0,10.8,0.67,0.76,2.771,RP,1.0
2025,50992,김태경,NC,투수,False,11.0,6,10.636363636363637,2.45,0,0,0,1,0,10,9,2,18,4,20,13,8.18,7.36,1.11,16.1,14.5,-0.465,-0.82,1.833,RP,1.0
2026,50992,김태경,NC,투수,False,34.333,14,5.242718446601942,1.54,0,1,0,0,1,27,20,2,33,4,21,20,7.08,5.24,1.35,17.6,13.1,-0.052,0.13,2.452,SP,0.757
2011,71255,김태영,두산,,False,63.667,33,3.95812,1.43,3,2,1,1,1,41,20,3,71,5,30,28,5.8,2.83,2.05,14.8,7.2,0.0,,1.929,SP,1.0
2012,71255,김태영,두산,,False,17.0,15,3.17647,1.29,0,0,0,0,0,15,8,0,14,1,6,6,7.94,4.24,1.88,20.3,10.8,0.0,,1.133,RP,1.0
2013,71255,김태영,두산,,False,67.0,35,5.91045,1.51,4,4,0,3,0,36,23,5,78,5,46,44,4.84,3.09,1.5699999999999998,12.2,7.8,0.0,,1.914,RP,1.0
2014,71255,김태영,KIA,,False,50.667,48,5.68421,1.44,5,4,1,11,0,45,17,5,56,6,34,32,7.99,3.02,2.65,19.7,7.5,0.054,0.63,1.056,RP,1.0
2015,71255,김태영,KIA,,False,26.0,27,5.19231,1.69,0,2,0,4,0,30,8,4,36,3,16,15,10.38,2.77,3.75,25.0,6.7,-0.034,0.18,0.963,RP,1.0
2018,66064,김태오,KT,투수,False,21.0,8,6.0,1.95,1,2,0,0,0,14,9,2,32,4,16,14,6.0,3.86,1.56,13.7,8.8,-0.134,0.1,2.625,RP,1.0
2019,66064,김태오,KT,투수,False,3.0,4,6.0,3.33,0,0,0,0,0,0,3,1,7,0,3,2,0.0,9.0,0.0,0.0,14.3,-0.19,-0.08,0.75,RP,1.0
2022,66064,김태오,KT,투수,False,4.333,5,4.15385,2.08,0,0,0,0,0,5,0,0,9,0,2,2,10.38,0.0,99.99,22.7,0.0,-0.048,0.07,0.867,RP,1.0
2023,66064,김태오,KT,투수,False,7.333,5,7.36364,1.91,0,0,0,0,0,3,4,0,10,0,6,6,3.68,4.91,0.75,8.6,11.4,0.146,-0.05,1.467,RP,1.0
2023,67768,김태욱,롯데,,False,1.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,99.99,0.0,0.0,0.0,0.03,1.0,RP,1.0
2010,76430,김태혁,넥센,투수,False,45.0,17,6.2,1.73,1,2,0,0,0,35,26,2,52,5,33,31,7.0,5.2,1.35,16.7,12.4,0.0,,2.647,RP,1.0
2011,76430,김태혁,넥센,투수,False,59.667,24,6.48603,1.74,1,4,0,0,1,74,36,9,68,3,44,43,11.16,5.43,2.06,25.7,12.5,0.0,,2.486,SP,1.0
2012,76430,김태혁,넥센,투수,False,45.667,33,4.72993,1.77,2,1,0,0,0,36,39,2,42,4,24,24,7.09,7.69,0.92,17.1,18.6,0.0,,1.384,RP,1.0
2013,76430,김태혁,넥센,투수,False,28.333,16,5.08235,1.41,0,1,0,0,0,20,13,2,27,1,16,16,6.35,4.13,1.54,16.0,10.4,0.0,,1.771,RP,1.0
2015,76430,김태혁,넥센,투수,False,5.0,2,10.8,3.0,0,1,0,0,0,2,5,0,10,1,8,6,3.6,9.0,0.4,6.7,16.7,-0.228,-0.2,2.5,RP,1.0
2016,76430,김태혁,넥센,투수,False,74.0,67,4.62162,1.5,6,5,0,21,0,76,34,1,77,6,40,38,9.24,4.14,2.24,23.0,10.3,-0.814,1.28,1.104,SU,1.0
2017,76430,김태혁,넥센,투수,False,61.333,60,3.81522,1.32,0,7,15,9,0,62,22,3,59,8,29,26,9.1,3.23,2.82,23.7,8.4,-1.236,1.31,1.022,RP,1.0
2018,76430,김태혁,넥센,투수,False,55.667,58,5.17365,1.37,2,3,18,14,0,68,23,1,53,9,32,32,10.99,3.72,2.96,28.5,9.6,0.542,0.83,0.96,CL,1.0
2019,76430,김태혁,키움,투수,False,56.667,67,3.01765,1.38,3,5,0,40,0,60,28,2,50,3,19,19,9.53,4.45,2.14,25.2,11.8,2.642,1.29,0.846,SU,1.0
2020,76430,김태혁,키움,투수,False,51.333,60,4.73377,1.42,3,3,5,11,0,48,21,3,52,3,33,27,8.42,3.68,2.29,21.2,9.3,0.841,0.31,0.856,RP,1.0
2021,76430,김태혁,SSG,투수,False,58.333,50,5.09143,1.73,4,3,6,5,0,44,30,1,71,10,33,33,6.79,4.63,1.47,16.1,11.0,0.654,-0.07,1.167,RP,1.0
2022,76430,김태혁,SSG,투수,False,8.0,8,9.0,1.63,0,0,1,0,0,3,4,1,9,2,8,8,3.38,4.5,0.75,8.1,10.8,0.097,-0.26,1.0,RP,1.0
