collect_year,player_id,player_name,team,position,is_qualified,innings,games,era,whip,win,lose,save,hold,qs,so,bb,hbp,hit,hr,r,er,k9,bb9,k_bb,pa_k_rate,pa_bb_rate,wpa,war,ip_per_game,pitcher_role,season_completion
2026,51895,장지훈,SSG,투수,False,17.333,12,8.307692307692308,1.56,0,0,0,0,0,9,6,2,21,3,16,16,4.67,3.12,1.5,11.3,7.5,-0.016,-0.21,1.444,RP,0.757
2014,74139,장진용,LG,,False,7.333,4,2.45455,1.36,0,2,0,0,0,5,2,1,8,1,6,2,6.14,2.45,2.5,14.7,5.9,-0.356,0.05,1.833,RP,1.0
2015,74139,장진용,LG,,False,32.333,11,6.40206,1.55,1,3,0,0,0,20,7,5,43,5,26,23,5.57,1.95,2.86,13.3,4.7,-0.702,-0.39,2.939,RP,1.0
2016,74139,장진용,LG,,False,5.333,2,20.25,2.81,0,0,0,0,0,2,6,0,9,3,12,12,3.38,10.13,0.33,6.5,19.4,-0.611,-0.48,2.666,RP,1.0
2026,56460,장찬희,삼성,투수,False,60.0,24,4.35,1.33,4,4,0,1,1,45,27,4,53,10,31,29,6.75,4.05,1.67,17.1,10.3,0.317,0.59,2.5,SP,0.757
2015,77927,장필준,삼성,투수,False,4.0,2,15.75,2.5,0,0,0,0,0,4,0,0,10,2,7,7,9.0,0.0,99.99,18.2,0.0,-0.334,-0.2,2.0,RP,1.0
2016,77927,장필준,삼성,투수,False,72.0,56,5.13,1.5,4,6,4,9,0,57,26,5,82,9,42,41,7.13,3.25,2.19,18.0,8.2,-1.884,0.48,1.286,RP,1.0
2017,77927,장필준,삼성,투수,False,67.333,56,4.67822,1.6,4,8,21,3,0,82,26,4,82,6,37,35,10.96,3.48,3.15,26.7,8.5,-0.275,1.39,1.202,CL,1.0
2018,77927,장필준,삼성,투수,False,66.333,61,4.34171,1.36,5,5,6,13,0,74,25,6,65,6,35,32,10.04,3.39,2.96,25.5,8.6,0.759,1.34,1.087,RP,1.0
2019,77927,장필준,삼성,투수,False,69.667,61,3.61722,1.39,3,3,11,15,0,53,33,3,64,7,29,28,6.85,4.26,1.61,17.5,10.9,0.943,1.19,1.142,RP,1.0
2020,77927,장필준,삼성,투수,False,36.0,31,5.75,1.72,0,3,0,4,0,26,16,0,46,6,24,23,6.5,4.0,1.63,15.3,9.4,-0.48,0.31,1.161,RP,1.0
2021,77927,장필준,삼성,투수,False,34.667,41,7.26923,2.11,0,0,0,2,0,24,27,1,46,4,30,28,6.23,7.01,0.89,13.8,15.5,-0.129,-0.61,0.846,RP,1.0
2022,77927,장필준,삼성,투수,False,30.0,19,5.7,1.77,0,3,0,0,0,17,15,3,38,1,20,19,5.1,4.5,1.13,12.2,10.8,-0.566,-0.02,1.579,RP,1.0
2023,77927,장필준,삼성,투수,False,19.333,17,7.91379,2.07,1,1,0,1,0,11,12,2,28,2,17,17,5.12,5.59,0.92,11.5,12.5,-0.214,-0.34,1.137,RP,1.0
2024,77927,장필준,삼성,투수,False,0.333,1,135.0,15.0,0,0,0,0,0,0,0,0,5,0,5,5,0.0,0.0,99.99,0.0,0.0,-0.003,-0.17,0.333,RP,1.0
2013,63950,장현식,NC,투수,False,2.0,2,13.5,3.0,0,0,0,0,0,0,0,0,6,0,3,3,0.0,0.0,99.99,0.0,0.0,0.0,,1.0,RP,1.0
2015,63950,장현식,NC,투수,False,2.0,2,9.0,2.5,0,0,0,0,0,3,2,0,3,0,2,2,13.5,9.0,1.5,27.3,18.2,0.156,-0.04,1.0,RP,1.0
2016,63950,장현식,NC,투수,False,76.333,37,4.48035,1.45,1,3,0,1,1,59,43,2,68,5,40,38,6.96,5.07,1.37,17.8,13.0,-0.183,0.81,2.063,SP,1.0
2017,63950,장현식,NC,투수,False,134.333,31,5.2928,1.53,9,9,0,0,8,120,66,5,139,18,86,79,8.04,4.42,1.82,20.0,11.0,0.336,0.56,4.333,SP,1.0
2018,63950,장현식,NC,투수,False,26.667,21,7.43,1.8,3,2,2,1,0,24,17,0,31,7,22,22,8.1,5.74,1.41,19.0,13.5,-0.556,-0.59,1.27,RP,1.0
2019,63950,장현식,NC,투수,False,54.667,53,4.60976,1.48,5,4,0,9,0,49,23,4,58,9,31,28,8.07,3.79,2.13,19.9,9.3,0.109,-0.4,1.031,RP,1.0
2020,63950,장현식,KIA,투수,False,41.0,37,10.7561,2.1,4,4,0,6,0,26,22,3,64,8,52,49,5.71,4.83,1.18,12.6,10.6,-1.869,-1.49,1.108,RP,1.0
2021,63950,장현식,KIA,투수,False,76.667,69,3.28696,1.42,1,5,1,34,0,80,42,3,67,7,28,28,9.39,4.93,1.9,23.8,12.5,3.227,1.67,1.111,SU,1.0
2022,63950,장현식,KIA,투수,False,52.0,54,3.11538,1.54,2,3,1,19,0,40,26,1,54,4,20,18,6.92,4.5,1.54,17.2,11.2,1.02,0.89,0.963,SU,1.0
2023,63950,장현식,KIA,투수,False,51.0,56,4.05882,1.65,2,2,3,5,0,44,26,1,58,6,26,23,7.76,4.59,1.69,19.5,11.5,-0.257,0.17,0.911,RP,1.0
2024,63950,장현식,KIA,투수,False,75.333,75,3.94248,1.45,5,4,0,16,0,75,34,2,75,8,41,33,8.96,4.06,2.21,22.7,10.3,2.059,0.94,1.004,RP,1.0
2025,63950,장현식,LG,투수,False,49.667,56,4.348993288590604,1.73,3,3,10,5,0,38,21,5,65,4,27,24,6.89,3.81,1.81,16.2,9.0,0.134,0.21,0.887,RP,1.0
2026,63950,장현식,LG,투수,False,50.667,29,4.0855263157894735,1.42,7,3,2,7,0,35,16,1,56,5,23,23,6.22,2.84,2.19,16.2,7.4,0.267,0.93,1.747,RP,0.757
2025,55239,잭로그,두산,투수,True,176.0,30,2.8125,1.05,10,8,0,1,17,156,39,17,146,8,66,55,7.98,1.99,4.0,21.6,5.4,3.403,4.68,5.867,SP,1.0
2026,55239,잭로그,두산,투수,True,113.333,21,3.9705882352941178,1.32,6,6,0,0,9,99,22,8,128,13,58,50,7.86,1.75,4.5,19.9,4.4,1.529,1.81,5.397,SP,0.757
2011,61434,저마노,삼성,,False,45.333,8,2.77941,1.13,5,1,0,0,6,29,6,0,45,3,17,14,5.76,1.19,4.83,16.0,3.3,0.0,,5.667,SP,1.0
2015,61434,저마노,KT,,False,76.667,15,4.93043,1.64,3,6,0,1,5,40,15,3,111,7,46,42,4.7,1.76,2.67,11.5,4.3,-0.464,1.92,5.111,SP,1.0
2022,69204,전루건,두산,투수,False,9.333,9,19.2857,2.68,0,0,0,0,0,3,8,0,17,2,20,20,2.89,7.71,0.38,5.8,15.4,-0.252,-0.64,1.037,RP,1.0
2024,69204,전루건,NC,투수,False,5.667,6,22.2353,4.24,0,0,0,0,0,0,9,4,15,0,14,14,0.0,14.29,0.0,0.0,20.5,-0.134,-0.35,0.944,RP,1.0
2024,54561,전미르,롯데,투수,False,33.667,36,5.88119,1.6,1,5,1,5,0,34,21,1,33,4,28,22,9.09,5.61,1.62,21.9,13.5,-1.584,-0.17,0.935,RP,1.0
2010,73228,전병두,SK,,False,67.667,27,3.05911,1.2,5,2,0,1,1,52,26,2,55,2,27,23,6.92,3.46,2.0,18.5,9.3,0.0,,2.506,SP,1.0
2011,73228,전병두,SK,,False,92.333,51,3.80144,1.33,3,3,3,8,0,87,56,11,67,8,44,39,8.48,5.46,1.55,22.0,14.2,0.0,,1.81,RP,1.0
2016,73228,전병두,SK,,False,0.333,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,99.99,0.0,0.0,0.022,0.02,0.333,RP,1.0
2019,69969,전사민,NC,투수,False,1.0,1,0.0,2.0,0,0,0,0,0,1,0,0,2,0,0,0,9.0,0.0,99.99,20.0,0.0,0.0,0.04,1.0,RP,1.0
2022,69969,전사민,NC,투수,False,8.333,7,3.24,1.32,0,0,0,0,0,2,6,0,5,1,4,3,2.16,6.48,0.33,5.9,17.6,-0.044,-0.03,1.19,RP,1.0
2023,69969,전사민,NC,투수,False,17.0,9,4.76471,1.82,0,2,1,0,0,6,14,2,17,1,10,9,3.18,7.41,0.43,7.4,17.3,0.013,-0.2,1.889,RP,1.0
2024,69969,전사민,NC,투수,False,23.667,17,9.50704,2.37,0,0,0,0,0,17,17,3,39,3,25,25,6.46,6.46,1.0,13.3,13.3,-0.521,-0.36,1.392,RP,1.0
2025,69969,전사민,NC,투수,False,82.333,74,4.263157894736842,1.45,7,7,2,13,0,62,33,11,86,3,45,39,6.78,3.61,1.88,16.8,8.9,-0.237,0.7,1.113,RP,1.0
2026,69969,전사민,NC,투수,False,46.333,49,3.884892086330935,1.21,3,5,7,5,0,35,21,9,35,2,27,20,6.8,4.08,1.67,17.0,10.2,-0.007,0.4,0.946,RP,0.757
2016,66609,전상현,KIA,투수,False,13.333,8,8.1,2.03,0,2,0,1,0,11,8,0,19,3,13,12,7.43,5.4,1.38,16.4,11.9,-0.703,-0.2,1.667,RP,1.0
2018,66609,전상현,KIA,투수,False,10.333,5,6.09677,2.32,0,0,0,0,0,7,5,0,19,1,7,7,6.1,4.35,1.4,12.7,9.1,-0.146,0.04,2.067,RP,1.0
2019,66609,전상현,KIA,투수,False,60.667,57,3.11538,1.09,1,4,0,15,0,62,21,2,45,3,21,21,9.2,3.12,2.95,25.3,8.6,1.373,1.26,1.064,SU,1.0
2020,66609,전상현,KIA,투수,False,47.667,47,2.45455,1.2,2,2,15,13,0,64,22,0,35,4,21,13,12.08,4.15,2.91,32.3,11.1,2.907,1.38,1.014,CL,1.0
2021,66609,전상현,KIA,투수,False,13.0,15,3.46154,1.62,1,0,0,7,0,8,6,0,15,1,6,5,5.54,4.15,1.33,13.6,10.2,0.573,0.14,0.867,SU,1.0
2022,66609,전상현,KIA,투수,False,46.333,50,3.30216,1.25,5,5,2,16,0,53,16,0,42,2,20,17,10.29,3.11,3.31,27.2,8.2,1.711,1.09,0.927,SU,1.0
2023,66609,전상현,KIA,투수,False,58.667,64,2.14773,1.3,8,3,1,13,0,50,26,1,50,1,20,14,7.67,3.99,1.92,20.0,10.4,2.719,1.58,0.917,RP,1.0
2024,66609,전상현,KIA,투수,False,66.0,66,4.09091,1.14,10,5,7,19,0,54,20,5,55,5,32,30,7.36,2.73,2.7,19.9,7.4,1.326,1.46,1.0,SU,1.0
2025,66609,전상현,KIA,투수,False,70.0,74,3.3428571428571425,1.2,7,5,1,25,0,50,20,2,64,4,30,26,6.43,2.57,2.5,17.2,6.9,2.531,1.42,0.946,SU,1.0
2026,66609,전상현,KIA,투수,False,21.333,23,2.953125,0.89,2,1,0,9,0,17,3,2,16,1,7,7,7.17,1.27,5.67,20.2,3.6,0.513,0.69,0.928,SU,0.757
2022,52809,전영준,SSG,투수,False,5.0,4,7.2,2.0,0,0,0,0,0,7,3,1,7,2,4,4,12.6,5.4,2.33,28.0,12.0,0.068,-0.07,1.25,RP,1.0
2025,52809,전영준,SSG,투수,False,52.667,34,4.613924050632911,1.41,1,5,0,0,0,55,26,5,48,5,28,27,9.4,4.44,2.12,24.1,11.4,0.085,0.4,1.549,RP,1.0
2026,52809,전영준,SSG,투수,False,39.667,43,6.126050420168068,1.36,3,2,1,1,0,44,22,5,32,8,29,27,9.98,4.99,2.0,25.1,12.6,0.409,-0.3,0.922,RP,0.757
2019,69047,전용주,KT,투수,False,3.0,4,15.0,4.0,0,0,0,0,0,1,6,0,6,1,6,5,3.0,18.0,0.17,4.8,28.6,-0.022,-0.18,0.75,RP,1.0
2023,69047,전용주,KT,투수,False,10.333,15,4.35484,1.16,0,1,0,1,0,9,6,1,6,0,5,5,7.84,5.23,1.5,20.9,14.0,0.085,0.09,0.689,RP,1.0
2024,69047,전용주,KT,투수,False,1.667,4,10.8,3.0,0,0,0,0,0,4,3,1,2,0,3,2,21.6,16.2,1.33,36.4,27.3,-0.174,-0.09,0.417,RP,1.0
2025,69047,전용주,KT,투수,False,13.667,21,3.951219512195122,1.83,0,1,0,4,0,11,7,0,18,0,8,6,7.24,4.61,1.5699999999999998,16.7,10.6,0.073,0.11,0.651,RP,1.0
2026,69047,전용주,KT,투수,False,37.667,50,4.300884955752212,1.54,3,2,0,8,0,36,24,3,34,0,18,18,8.6,5.73,1.5,21.3,14.2,0.092,0.75,0.753,RP,0.757
2017,64267,전용훈,두산,,False,9.0,7,6.0,1.44,0,0,0,0,0,6,2,0,11,0,7,6,6.0,2.0,3.0,15.4,5.1,-0.038,-0.01,1.286,RP,1.0
2010,78650,전우엽,KIA,,False,41.0,12,5.70732,1.71,2,5,0,0,1,37,23,6,47,5,29,26,8.12,5.05,1.61,18.8,11.7,0.0,,3.417,SP,1.0
2012,75340,전유수,SK,,False,35.333,25,4.33019,1.42,1,0,0,0,0,21,10,2,40,2,17,17,5.35,2.55,2.1,13.6,6.5,0.0,,1.413,RP,1.0
2013,75340,전유수,SK,,False,57.667,54,4.36994,1.44,2,0,2,3,0,35,23,4,60,6,28,28,5.46,3.59,1.52,13.9,9.1,0.0,,1.068,RP,1.0
2014,75340,전유수,SK,,False,84.667,67,4.99606,1.61,7,4,0,5,0,72,37,3,99,11,51,47,7.65,3.93,1.95,18.8,9.7,-1.487,0.35,1.264,RP,1.0
2015,75340,전유수,SK,,False,77.667,66,4.40343,1.39,3,6,1,5,0,84,42,5,66,9,39,38,9.73,4.87,2.0,24.9,12.5,1.241,0.68,1.177,RP,1.0
2016,75340,전유수,SK,,False,54.333,46,5.13497,1.77,2,4,0,3,0,45,29,0,67,6,38,31,7.45,4.8,1.55,17.6,11.4,-1.525,-0.03,1.181,RP,1.0
2017,75340,전유수,SK,,False,20.667,18,6.53226,1.98,0,0,0,1,0,20,13,3,28,1,16,15,8.71,5.66,1.54,19.4,12.6,-0.442,-0.07,1.148,RP,1.0
2018,75340,전유수,SK,,False,18.0,16,5.5,1.61,0,1,0,0,0,15,8,2,21,3,11,11,7.5,4.0,1.88,18.5,9.9,-0.435,0.02,1.125,RP,1.0
2019,75340,전유수,KT,,False,66.333,62,3.39196,1.27,3,1,1,7,0,46,18,4,66,2,31,25,6.24,2.44,2.56,16.4,6.4,-0.747,0.99,1.07,RP,1.0
2020,75340,전유수,KT,,False,45.667,47,5.12409,1.47,5,4,2,3,0,27,21,3,46,3,26,26,5.32,4.14,1.29,13.5,10.5,0.772,0.44,0.972,RP,1.0
2021,75340,전유수,KT,,False,10.667,11,3.38,1.41,1,0,0,0,0,9,6,0,9,1,6,4,7.59,5.06,1.5,19.6,13.0,0.044,0.04,0.97,RP,1.0
2022,75340,전유수,KT,,False,11.0,8,8.18182,2.0,0,0,0,0,0,2,5,0,17,1,10,10,1.64,4.09,0.4,3.7,9.3,-0.049,-0.14,1.375,RP,1.0
2016,79339,전인환,LG,,False,6.333,5,0.0,1.11,0,0,0,0,0,5,3,1,4,0,0,0,7.11,4.26,1.67,19.2,11.5,0.124,0.17,1.267,RP,1.0
2018,79339,전인환,LG,,False,5.667,5,4.76471,1.76,0,0,0,0,0,4,3,0,7,0,3,3,6.35,4.76,1.33,16.0,12.0,0.004,0.01,1.133,RP,1.0
2024,54362,전준표,키움,투수,False,27.667,18,6.83133,1.99,2,4,0,0,0,18,20,5,35,4,28,21,5.86,6.51,0.9,12.5,13.9,-0.827,-0.52,1.537,RP,1.0
2025,54362,전준표,키움,투수,False,20.333,21,8.852459016393443,2.56,2,2,0,1,0,15,19,3,33,2,22,20,6.64,8.41,0.79,13.2,16.7,-0.636,-0.76,0.968,RP,1.0
2026,54362,전준표,키움,투수,False,23.333,13,5.014285714285714,1.8,0,1,0,0,0,18,22,5,20,2,14,13,6.9399999999999995,8.49,0.82,15.4,18.8,0.011,0.06,1.795,RP,0.757
2010,94364,전준호,SK,,False,15.0,8,3.6,1.0,2,0,0,0,1,12,6,1,9,1,7,6,7.2,3.6,2.0,20.0,10.0,0.0,,1.875,SP,1.0
2011,94364,전준호,SK,,False,10.0,6,3.6,1.1,0,0,0,0,0,5,2,0,9,1,4,4,4.5,1.8,2.5,11.9,4.8,0.0,,1.667,RP,1.0
2015,64769,정광운,한화,,False,1.333,2,6.75,2.25,0,0,0,0,0,1,1,0,2,0,1,1,6.75,6.75,1.0,14.3,14.3,0.003,0.0,0.666,RP,1.0
2022,50995,정구범,NC,투수,False,1.333,2,13.5,1.5,0,0,0,0,0,2,1,0,1,1,2,2,13.5,6.75,2.0,33.3,16.7,-0.013,-0.08,0.666,RP,1.0
2023,50995,정구범,NC,투수,False,12.667,4,7.81579,2.21,0,1,0,0,0,6,12,0,16,3,11,11,4.26,8.53,0.5,9.4,18.8,-0.178,-0.27,3.167,SP,1.0
2026,56345,정다훈,키움,투수,False,21.667,23,5.815384615384615,1.94,1,0,0,0,0,9,16,1,26,4,14,14,3.74,6.65,0.56,8.7,15.5,-0.001,-0.14,0.942,RP,0.757
2010,60264,정대현,두산,,False,14.333,14,6.90698,1.88,0,0,0,1,0,6,11,1,16,1,13,11,3.77,6.91,0.55,8.6,15.7,0.0,,1.024,RP,1.0
2010,71801,정대현,SK,,False,45.0,49,1.4,0.84,4,1,4,8,0,47,7,1,31,1,7,7,9.4,1.4,6.71,27.6,4.1,0.0,,0.918,RP,1.0
2011,60264,정대현,두산,,False,2.667,5,10.125,2.25,0,0,0,0,0,2,2,1,4,0,3,3,6.75,6.75,1.0,13.3,13.3,0.0,,0.533,RP,1.0
2011,71801,정대현,SK,,False,54.667,53,1.48171,1.24,3,3,16,11,0,39,25,3,43,1,12,9,6.42,4.12,1.56,17.2,11.0,0.0,,1.031,CL,1.0
2012,60264,정대현,두산,,False,36.333,23,5.20183,1.6800000000000002,1,2,0,0,0,23,23,3,38,4,23,21,5.7,5.7,1.0,14.0,14.0,0.0,,1.58,RP,1.0
2012,71801,정대현,롯데,,False,28.333,24,0.635294,0.67,2,0,1,5,0,26,7,1,12,0,2,2,8.26,2.22,3.71,25.5,6.9,0.0,,1.181,RP,1.0
2013,60264,정대현,두산,,False,7.333,5,18.4091,3.68,0,0,0,0,0,2,6,0,21,1,15,15,2.45,7.36,0.33,4.2,12.5,0.0,,1.467,RP,1.0
2013,71801,정대현,롯데,,False,51.333,58,3.33117,1.5,5,4,1,16,0,34,21,8,56,3,21,19,5.96,3.68,1.62,15.0,9.3,0.0,,0.885,SU,1.0
2014,60264,정대현,두산,,False,27.333,12,7.90244,1.98,1,1,0,0,0,21,25,1,29,2,27,24,6.91,8.23,0.84,15.4,18.4,-0.554,0.02,2.278,RP,1.0
2014,71801,정대현,롯데,,False,42.0,60,4.07143,1.26,4,2,2,13,0,27,13,6,40,2,19,19,5.79,2.79,2.08,14.9,7.2,0.503,0.76,0.7,RP,1.0
2015,60264,정대현,KT,,False,118.0,30,5.18644,1.69,5,11,0,0,5,82,62,4,138,19,80,68,6.25,4.73,1.32,15.1,11.4,-1.442,1.77,3.933,SP,1.0
2015,71801,정대현,롯데,,False,18.333,19,2.94545,1.25,2,1,3,3,0,17,7,2,16,3,6,6,8.35,3.44,2.43,22.1,9.1,0.387,0.43,0.965,RP,1.0
2016,60264,정대현,KT,,False,91.333,22,7.29197,1.74,4,10,0,0,6,57,44,5,115,13,82,74,5.62,4.34,1.3,13.3,10.3,-2.253,0.42,4.151,SP,1.0
2016,71801,정대현,롯데,,False,17.333,24,5.19231,2.13,1,0,0,8,0,7,13,0,24,3,10,10,3.63,6.75,0.54,8.2,15.3,-0.818,-0.01,0.722,SU,1.0
2017,60264,정대현,넥센,,False,66.333,17,7.05528,1.72,3,8,0,0,2,27,23,3,91,13,55,52,3.66,3.12,1.17,8.8,7.5,-1.113,-0.12,3.902,SP,1.0
2020,60264,정대현,키움,,False,2.667,1,10.125,1.88,0,0,0,0,0,3,0,0,5,1,3,3,10.13,0.0,99.99,23.1,0.0,-0.121,-0.07,2.667,RP,1.0
2012,78760,정대훈,한화,,False,10.333,16,5.22581,0.87,0,0,0,2,0,6,5,3,4,2,6,6,5.23,4.35,1.2,14.3,11.9,0.0,,0.646,RP,1.0
2013,78760,정대훈,한화,,False,15.0,13,3.6,1.67,2,0,0,1,0,2,8,4,17,0,6,6,1.2,4.8,0.25,2.8,11.1,0.0,,1.154,RP,1.0
2014,78760,정대훈,한화,,False,42.333,34,7.22835,1.84,3,2,1,0,0,14,14,9,64,4,38,34,2.98,2.98,1.0,6.8,6.8,-0.646,0.03,1.245,RP,1.0
2015,78760,정대훈,한화,,False,36.0,51,4.75,1.61,1,1,0,2,0,12,14,5,44,4,21,19,3.0,3.5,0.86,7.4,8.6,0.198,0.15,0.706,RP,1.0
2016,78760,정대훈,한화,,False,38.667,36,4.88793,1.47,1,0,0,0,0,26,10,1,47,3,24,21,6.05,2.33,2.6,15.2,5.8,-0.523,0.31,1.074,RP,1.0
2017,66858,정동윤,SK,투수,False,3.0,2,9.0,2.0,0,0,0,0,0,1,1,1,5,1,3,3,3.0,3.0,1.0,6.7,6.7,-0.008,-0.05,1.5,RP,1.0
2018,66858,정동윤,SK,투수,False,2.667,2,3.38,1.5,0,0,0,0,0,3,1,0,3,1,1,1,10.13,3.38,3.0,27.3,9.1,-0.052,0.01,1.334,RP,1.0
2021,66858,정동윤,SSG,투수,False,2.0,1,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,4.5,0.0,0.0,14.3,0.004,0.04,2.0,RP,1.0
2024,66858,정동윤,SSG,투수,False,1.667,3,0.0,1.2,0,0,0,0,0,2,1,0,1,0,0,0,10.8,5.4,2.0,28.6,14.3,-0.006,0.06,0.556,RP,1.0
2025,66858,정동윤,SSG,투수,False,17.333,12,8.307692307692308,1.9,0,0,0,0,0,17,12,0,21,2,16,16,8.83,6.23,1.42,20.7,14.6,-0.132,-0.25,1.444,RP,1.0
2026,66858,정동윤,SSG,투수,False,4.667,3,3.8571428571428568,1.07,0,0,0,0,0,4,4,1,1,0,2,2,7.71,7.71,1.0,21.1,21.1,-0.045,0.03,1.556,RP,0.757
2016,66659,정동현,KIA,,False,18.0,9,6.0,1.44,1,2,0,0,0,4,6,2,20,2,13,12,2.0,3.0,0.67,5.1,7.6,-0.455,0.07,2.0,RP,1.0
2017,66659,정동현,KIA,,False,2.333,1,11.5714,3.0,0,1,0,0,0,2,2,0,5,1,3,3,7.71,7.71,1.0,14.3,14.3,-0.096,-0.08,2.333,RP,1.0
2025,54467,정민성,삼성,투수,False,1.0,1,36.0,3.0,0,1,0,0,0,0,0,2,3,0,4,4,0.0,0.0,99.99,0.0,0.0,-0.275,-0.17,1.0,RP,1.0
2011,77746,정민혁,한화,,False,9.667,12,8.37931,2.28,0,0,0,0,0,3,2,0,20,3,11,9,2.79,1.86,1.5,5.9,3.9,0.0,,0.806,RP,1.0
2012,77746,정민혁,한화,,False,30.667,25,6.16304,1.34,1,1,0,2,0,19,7,1,34,6,24,21,5.58,2.05,2.71,14.5,5.3,0.0,,1.227,RP,1.0
2013,77746,정민혁,한화,,False,3.0,3,12.0,2.67,0,0,0,0,0,3,3,3,5,0,4,4,9.0,9.0,1.0,15.8,15.8,0.0,,1.0,RP,1.0
2015,65058,정성곤,KT,,False,58.0,20,8.53448,2.28,2,6,0,0,2,41,51,1,81,12,58,55,6.36,7.91,0.8,13.7,17.0,-0.795,-0.12,2.9,SP,1.0
2016,65058,정성곤,KT,,False,66.333,28,5.83417,1.58,0,7,0,0,1,46,33,6,72,4,52,43,6.24,4.48,1.39,15.1,10.9,-0.942,0.12,2.369,SP,1.0
2017,65058,정성곤,KT,,False,107.667,26,8.10836,1.78,3,12,0,0,4,72,41,6,151,20,99,97,6.02,3.43,1.76,14.1,8.0,-2.066,-0.19,4.141,SP,1.0
2018,65058,정성곤,KT,,False,24.333,24,2.9589,1.4,1,0,0,5,0,23,11,0,23,3,8,8,8.51,4.07,2.09,22.1,10.6,0.233,0.64,1.014,RP,1.0
2019,65058,정성곤,KT,,False,53.667,52,5.53416,1.6,3,3,8,11,0,40,22,2,64,7,36,33,6.71,3.69,1.82,16.1,8.9,0.342,-0.37,1.032,RP,1.0
2022,65058,정성곤,SSG,,False,2.667,2,10.125,1.5,0,0,0,0,0,3,3,1,1,1,3,3,10.13,10.13,1.0,23.1,23.1,-0.072,-0.1,1.334,RP,1.0
2023,65058,정성곤,SSG,,False,4.333,6,10.3846,3.46,0,0,0,0,0,3,7,0,8,2,9,5,6.23,14.54,0.43,10.3,24.1,-0.102,-0.29,0.722,RP,1.0
2018,68556,정성종,롯데,투수,False,19.0,10,6.15789,1.42,0,1,0,0,0,12,8,1,19,2,13,13,5.68,3.79,1.5,14.1,9.4,-0.563,0.06,1.9,RP,1.0
2019,68556,정성종,롯데,투수,False,49.667,32,5.43624,1.77,1,1,0,0,0,24,24,4,64,6,33,30,4.35,4.35,1.0,10.4,10.4,0.287,-0.37,1.552,RP,1.0
2021,68556,정성종,롯데,투수,False,12.0,12,8.25,2.25,0,0,0,0,0,4,8,1,19,2,12,11,3.0,6.0,0.5,6.2,12.3,-0.138,-0.23,1.0,RP,1.0
2022,68556,정성종,롯데,투수,False,4.333,5,4.15385,1.85,0,0,0,0,0,5,4,0,4,0,4,2,10.38,8.31,1.25,23.8,19.0,0.021,-0.04,0.867,RP,1.0
2023,68556,정성종,롯데,투수,False,22.0,12,5.31818,1.64,0,1,0,1,0,10,15,1,21,1,14,13,4.09,6.14,0.67,10.2,15.3,-0.067,-0.05,1.833,RP,1.0
2025,68556,정성종,롯데,투수,False,2.333,2,3.8571428571428568,1.29,0,0,0,0,0,0,0,0,3,1,1,1,0.0,0.0,99.99,0.0,0.0,0.001,-0.01,1.166,RP,1.0
2025,55377,정세영,키움,투수,False,2.667,4,16.875,4.88,0,1,0,0,0,2,4,0,9,0,6,5,6.75,13.5,0.5,9.1,18.2,-0.286,-0.2,0.667,RP,1.0
2026,55377,정세영,키움,투수,False,14.667,6,10.431818181818182,2.05,0,2,0,0,0,4,6,1,24,3,19,17,2.45,3.68,0.67,5.3,7.9,-0.446,-0.46,2.444,RP,0.757
2016,66960,정수민,NC,,False,48.0,15,6.1875,1.83,3,3,0,0,1,31,29,5,59,4,34,33,5.8100000000000005,5.44,1.07,13.9,13.0,-0.452,0.03,3.2,SP,1.0
2017,66960,정수민,NC,,False,28.0,15,6.75,1.6800000000000002,1,1,0,0,0,28,16,1,31,7,21,21,9.0,5.14,1.75,21.9,12.5,-0.141,-0.32,1.867,RP,1.0
2018,66960,정수민,NC,,False,58.0,25,6.05172,1.76,2,5,0,1,1,38,33,3,69,10,43,39,5.9,5.12,1.15,13.7,11.9,-0.462,-0.28,2.32,SP,1.0
2019,66960,정수민,NC,,False,9.333,7,16.3929,2.89,0,2,0,0,0,4,10,1,17,1,17,17,3.86,9.64,0.4,7.4,18.5,-0.349,-0.58,1.333,RP,1.0
2020,66960,정수민,SK,,False,15.667,3,1.14894,1.02,1,0,0,0,1,11,5,0,11,0,2,2,6.32,2.87,2.2,18.0,8.2,0.672,0.81,5.222,SP,1.0
2021,66960,정수민,SSG,,False,30.333,10,6.82418,2.01,1,2,0,0,0,22,27,1,34,6,24,23,6.53,8.01,0.81,14.6,17.9,-0.134,-0.26,3.033,SP,1.0
2016,62056,정영일,SK,,False,24.667,21,4.74324,1.14,1,0,0,1,0,18,12,3,16,3,13,13,6.57,4.38,1.5,18.2,12.1,-0.097,0.07,1.175,RP,1.0
2017,62056,정영일,SK,,False,8.0,9,10.125,2.25,0,0,0,0,0,2,6,1,12,3,12,9,2.25,6.75,0.33,4.5,13.6,-0.693,-0.45,0.889,RP,1.0
2018,62056,정영일,SK,,False,44.0,51,5.31818,1.5699999999999998,3,0,0,13,0,33,21,5,48,7,33,26,6.75,4.3,1.5699999999999998,16.1,10.2,0.004,-0.28,0.863,SU,1.0
